start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,LABEL
0 days,0 days 00:00:06.690000,22.390787,0.16818064,20.911032,23.702168,24.797466,3.8864346,178.7667,307.001,177.29718,309.75735,0.46285152,1.2227745,0.04767222,0.16296904,0.9136449,0.8659727,7.478878,4.4676843,7.4280844,5.4189596,0.24372365,1.3267612,27.799036,0.38088748,7.342813,2.3491232,21.242573,0.95331526,-1.0929064,-13.059343,0.03860513,1.3955083,1.4558233,0.9368132,1.4461571,3.4844978,2.7203126,3.9584787,18.141476,0.54430395,416.38306,0.26219258,1055.0116,0.17119683,-117.4779,-0.79586273,1470.3833,0.14152364,606.644,0.58558327,-122.59067,-0.71302253,2465.5994,0.08716749,713.3871,0.36935216,-123.352066,-0.69991195,-11.582259,-0.529767,19.470068,0.28335065,0.006562141,5.157754,-0.023536338,-0.45969364,0.47594398,0.7602038,32.71031,0.34015158,-4.271088,-4.272961,33.45816,0.7398353,-10.856647,-1.4331589,-21.651842,31.889126,-0.046713043,-0.02175346,0.07159407,2.3952096,2.111614,0.19214284,0.079208456,0.24333334,0.26809618,-30.75815,True
0 days,0 days 00:00:04.950000,21.52302,0.24425685,15.694842,21.848606,26.16651,10.471667,105.49811,104.8692,103.98277,159.55318,0.3292316,1.3141432,0.063542806,0.07736735,0.55557925,0.49203643,8.266251,6.422273,6.662698,3.5197148,0.22990024,1.4826546,27.027447,0.26897687,15.696047,0.5283935,12.216053,0.6462474,13.295934,0.6419876,0.025107043,1.308775,1.3616173,0.9622574,-1.1100279,-8.156233,6.0704746,4.602482,23.369411,0.98947954,462.3476,0.32137293,1267.5913,0.17191751,-105.18102,-0.7324881,1483.5096,0.14356238,944.63,0.32149777,-112.49876,-0.63171184,2528.4314,0.11121963,880.28235,0.46822423,-115.68094,-0.5894387,-20.108576,-0.23755834,29.509155,0.1819944,-0.004230103,-9.119218,-0.016137555,-0.7345001,0.37756413,1.0980016,30.521889,0.22170636,14.944587,0.64003396,14.275152,0.6609425,15.618454,0.6692634,-22.145782,32.449432,-0.052336626,-0.01385776,0.08279239,1.6194332,3.0800822,0.12866667,0.21829234,0.090399995,0.0882034,-29.862024,True
0 days,0 days 00:00:06.940000,23.013163,0.2227699,17.420877,24.189932,27.59998,10.179102,288.29095,403.20023,139.59613,121.6147,0.33578748,1.2888851,0.042932093,0.12791961,0.54079616,0.49786407,9.024231,7.9626913,9.3139,7.875119,0.26287276,1.8811847,13.514652,0.9865456,13.901941,0.9069323,10.568016,1.1075575,8.81912,1.646989,0.024353601,1.0249376,1.3615247,0.85715514,0.6886672,10.324926,18.558443,2.0884595,26.85699,0.3643817,520.3063,0.41905692,1177.3062,0.19100495,-144.79625,-0.56701416,1607.1365,0.1775231,749.35724,0.48339182,-148.5563,-0.5121557,2673.093,0.11705605,739.2288,0.5124389,-149.09415,-0.5034878,-16.911959,-0.5200834,25.386015,0.34918296,-0.004077199,-12.323187,-0.018056467,-0.83776474,0.6032262,1.0773436,23.44626,0.68104976,16.67686,0.97216344,15.777466,1.0254792,6.5729837,3.141466,-10.842514,18.861515,-0.023836887,-0.005206569,0.11917699,2.4531026,2.3289666,0.1175,0.1077323,0.27411765,0.44212136,-30.766062,True
0 days,0 days 00:00:05.940000,22.073687,0.26898235,16.333996,23.070944,25.714798,9.380802,342.12283,400.53635,103.563416,86.56969,0.28189418,1.322662,0.038549528,0.06018241,0.5105082,0.47195864,5.9580607,3.6961095,8.671599,6.4172993,0.28196645,2.4160752,12.462283,0.8506706,16.08868,0.75867313,7.770871,1.2967592,10.572391,1.1528467,0.05740604,1.4818659,2.115899,0.8791404,-0.27445433,-20.623894,9.990127,1.8429317,25.14509,0.5411541,481.84265,0.43802404,1109.8185,0.15393776,-152.05989,-0.5143474,1559.7723,0.13661402,768.479,0.26663882,-154.64081,-0.4699044,2611.6187,0.083759926,785.96246,0.490224,-155.274,-0.46122232,-18.64001,-0.46850622,26.870783,0.3385695,-0.025568547,-2.3392847,-0.017546462,-0.73310024,0.8071237,1.3116257,19.926907,0.7270873,22.092327,0.8566243,12.4138155,1.2156587,18.085945,0.83514094,-11.349791,20.116714,-0.01431653,-0.008061537,0.08981326,2.023609,2.2108846,0.11230769,0.085588805,0.34416667,0.565589,-29.249237,True
0 days,0 days 00:00:07.200000,34.31087,0.22459267,30.522476,36.443817,38.43562,7.913143,173.7682,101.72261,401.80865,429.36224,0.387367,0.82937664,0.0850734,0.31623423,0.5998155,0.5147421,6.9451017,3.954329,6.221866,2.9933462,0.21734369,0.936539,21.00967,0.8275649,4.7305818,3.0364797,9.0688305,1.299001,-0.34760737,-44.665623,0.051972,1.6589993,1.5759702,0.8719689,7.0525503,0.9135537,6.4894547,2.6041465,21.79984,0.99319077,597.4029,0.31561196,1305.1416,0.18276885,-115.92139,-0.768762,1595.0386,0.14311698,934.76697,0.29354128,-111.4031,-0.7444482,2701.9055,0.08252323,748.3483,0.5806087,-115.056854,-0.6877532,-17.402042,-0.5243664,28.49377,0.33713305,0.040414035,1.4240432,-0.02168207,-0.6056264,0.33087376,0.6021551,32.57844,0.4208741,0.093245015,169.61188,9.304055,1.3602241,-8.76016,-1.8837628,-10.328031,19.896526,-0.030221375,-0.0055930787,0.104263045,4.311544,3.5063117,0.13520001,0.110022545,0.13416667,0.16985083,-33.700542,False
0 days,0 days 00:00:06.120000,30.91241,0.21374086,26.283516,32.700684,35.321068,9.037552,115.77825,63.411877,201.23094,316.74994,0.16639732,1.0639532,0.02424465,0.10765114,0.28425232,0.26000768,3.9170206,2.689189,2.7293558,1.707043,0.0439171,1.3233066,10.237246,1.2724873,7.605361,1.7714218,10.950588,1.2523308,1.9968529,7.016803,0.05316015,2.1204972,1.0306162,1.0328741,5.106965,1.1038027,4.550074,3.5965686,16.982998,0.83769536,542.2517,0.29762033,1200.85,0.19156915,-129.4129,-0.7075627,1654.7319,0.11594891,954.7632,0.57843107,-132.51138,-0.6410397,2592.1162,0.100694805,1197.9468,0.7207532,-132.24054,-0.6439028,-11.346976,-0.6049773,18.22461,0.37793803,0.06886136,0.5718378,-0.017105483,-0.9308355,0.089434706,0.74202746,21.830711,0.39347085,4.3379784,4.219891,17.524216,0.9485498,-6.8902397,-2.290283,-6.7746124,14.720003,-0.005496735,-0.0009029086,0.016576057,2.618658,1.8151815,0.1990909,0.12999682,0.30333334,0.35537148,-46.5372,True
0 days,0 days 00:00:04.680000,26.208197,0.2732393,22.49479,25.87969,28.430363,5.9355736,85.89385,43.112766,279.22375,429.06076,0.41116673,1.2133296,0.034317933,0.13281465,0.78881425,0.75449634,12.6967945,7.0823956,12.30676,7.079064,0.30520624,1.6057118,17.945393,1.0274249,9.927789,1.239016,7.3594327,1.5649513,8.501919,1.469636,0.028096529,0.8946139,1.6115198,0.873965,3.2322562,1.4625964,4.8116145,2.0414107,26.335115,0.5871529,446.08548,0.36100438,1165.3115,0.20945801,-121.32548,-0.77183795,1397.3,0.13215739,936.87024,0.23751965,-126.414116,-0.6817231,2342.9795,0.12130346,854.5206,0.35759488,-129.12993,-0.6370586,-16.50589,-0.4846256,28.536755,0.31096774,0.028991498,1.4815669,-0.018979546,-0.79943043,0.60266477,0.8488158,34.191982,0.42123994,10.842257,0.96505046,7.671169,1.9664311,5.3207455,3.1638982,-6.614808,16.428577,-0.0058691683,0.0029740564,0.09805693,2.9978585,1.7316017,0.22874999,0.20164555,0.259,0.3333001,-28.670153,True
0 days,0 days 00:00:07.250000,23.4848,0.17418745,21.087513,23.806988,26.702316,5.6148033,217.2185,243.63402,279.88962,335.4559,0.17515121,1.0800298,0.027680527,0.11691107,0.2764603,0.24877976,3.2303267,2.5803945,4.1469455,3.2834356,0.06899842,1.437493,11.235181,1.5614065,11.315496,0.8461344,13.538468,1.0897111,6.5306745,1.461407,0.02672242,1.0721914,1.0299037,0.7640344,2.5207212,1.7874908,5.724915,3.555239,26.516434,0.4079606,440.47348,0.33149025,1093.1207,0.16280419,-140.94928,-0.61487794,1497.8589,0.118105695,726.29736,0.4115913,-147.11967,-0.5272336,2473.1318,0.07904653,821.046,0.3184331,-147.3326,-0.52323353,-17.350494,-0.51615036,24.779432,0.43314558,0.041659474,0.9755373,-0.02316946,-0.48370206,0.15706487,0.69189733,27.469566,0.4891726,13.191574,0.8775301,24.824268,0.6415459,6.2973285,1.6723526,-5.5667257,12.552681,0.0017369913,-0.0038535907,0.029971698,2.7624311,2.364395,0.12,0.08274695,0.29749998,0.25390697,-41.45362,True
0 days,0 days 00:00:06.460000,35.578693,0.15695812,34.686478,36.01912,37.148006,2.4615288,123.34448,182.85532,30.690273,3.890027,0.30035564,1.2090235,0.038921863,0.1312089,0.48014805,0.44122618,5.6954403,3.5348017,6.526182,4.181061,0.13553724,1.2164292,21.217928,0.7155424,9.5792675,1.5287466,8.152682,1.9969811,3.2978892,3.6174304,0.013515368,1.1775317,1.0679804,1.1256034,9.696389,0.5045775,11.562699,1.2425715,26.766579,0.36763012,607.76044,0.3283441,1310.9283,0.18338624,-124.13019,-0.7157047,1662.0559,0.14477873,926.30566,0.39674482,-125.406906,-0.65828604,2715.15,0.09642761,816.25885,0.33675683,-128.28207,-0.6127123,-16.909927,-0.6804205,28.686749,0.42907575,0.07391199,0.7517345,-0.0155941155,-0.7944031,0.24810573,0.74400395,31.50641,0.46134818,3.9272442,4.549841,6.026595,3.619947,-2.4970403,-5.0476885,-13.52547,22.090708,-0.01681354,-0.007286843,0.050159186,2.7906978,2.3437502,0.172,0.13272527,0.20470588,0.35499987,-34.427727,True
0 days,0 days 00:00:28.780000,35.655773,0.17132941,34.187714,36.600677,39.563343,5.3756294,294.716,531.38324,151.98383,241.30908,0.30343804,0.8213698,0.08456761,0.23369336,0.5262587,0.4416911,6.2257013,4.067052,5.270391,3.5101705,0.12439361,1.0172946,21.287674,0.70899034,2.151717,8.322052,10.456118,1.1999702,-9.438688,-1.6100888,0.033417698,2.1639726,1.1789776,1.0001154,7.967422,0.73751014,7.7956586,2.4240987,20.423483,0.75400436,596.4697,0.3165657,1242.7975,0.2123908,-96.547195,-0.937523,1651.5146,0.15108116,917.59076,0.47211528,-94.98118,-0.868507,2683.4634,0.10403101,832.81036,0.5254092,-97.331245,-0.8262258,-15.388475,-0.65490264,24.652695,0.43494886,0.07210366,0.6586041,-0.020869812,-0.67785084,0.16941479,0.78486204,29.278627,0.38375095,-3.0195246,-6.3111553,11.323914,1.2903388,-15.89015,-0.97165036,-8.532234,16.287745,0.003540089,-0.010095013,0.057416413,4.101495,3.0988858,0.18280898,0.16406351,0.12571429,0.16095169,-39.21835,True
0 days,0 days 00:00:05.030000,24.934942,0.16065773,22.20426,25.58042,27.905855,5.7015953,88.94619,46.539425,78.1337,77.90656,0.2871025,1.0650713,0.026921218,0.18116263,0.46002933,0.43310812,4.121234,2.224634,7.0325303,4.675282,0.1551571,1.4645749,20.467709,1.0013484,6.733909,1.8230746,11.893312,1.1611818,3.3467467,3.9829733,0.038264077,1.5303509,1.3291681,1.0120809,3.8967154,1.1027002,5.556839,1.6909802,30.440247,0.27820706,441.09445,0.24439928,1247.752,0.15431195,-106.08865,-0.9020232,1413.2711,0.13838388,1014.7337,0.2967989,-113.67021,-0.76772517,2412.5505,0.080577284,806.5502,0.33423638,-116.72032,-0.71988606,-18.806225,-0.4847344,27.568556,0.32784742,0.051068746,0.7156626,-0.02319,-0.6651845,0.28513154,0.92906725,37.912388,0.34236658,6.7407722,2.0995512,20.454433,0.69666666,0.7353145,22.97804,-5.072715,13.405118,0.0006439227,-0.0006516794,0.03461818,3.187251,1.8108653,0.25777778,0.13019453,0.24599999,0.32364178,-34.280342,False
0 days,0 days 00:00:06.250000,25.246786,0.2433968,22.180218,24.916367,27.838253,5.6580353,451.9987,706.57697,278.9208,487.46408,0.28522074,0.9340912,0.05427409,0.21788794,0.47207114,0.41779706,6.1532545,3.2322173,5.249809,3.3635597,0.17706825,1.1786811,18.5977,1.1787126,8.251446,1.3380088,11.032812,1.1101301,-0.40930328,-36.41051,0.04492811,1.6439728,1.6968622,1.0252274,1.9030237,2.34842,4.8294287,1.0025874,29.568336,0.29049382,469.70966,0.28079125,1255.8336,0.16649652,-111.23199,-0.8223059,1440.7347,0.16531329,985.8758,0.26774177,-116.17229,-0.728175,2496.9878,0.08833004,846.02167,0.31335583,-120.174385,-0.66560465,-17.572735,-0.51897365,27.917362,0.33110374,0.048476472,0.7174411,-0.026406351,-0.5600479,0.3031324,0.7401576,36.661694,0.41620356,7.661596,1.5514954,14.601078,0.9005113,-8.161558,-2.1104584,-4.5736246,12.533098,-0.0055491123,-0.0014743826,0.06490471,4.0064106,3.2310178,0.137,0.09874715,0.1447619,0.16132249,-35.58436,False
0 days,0 days 00:00:04.500000,26.925497,0.43952382,20.424316,23.224617,26.22047,5.796154,259.2628,187.39455,-64.38861,231.74313,0.097231686,1.0317278,0.02645754,0.053386014,0.16599602,0.13953847,3.0231266,1.8877331,3.02917,2.6576233,0.0324226,1.4307041,14.365144,1.0921677,9.408838,1.2082642,8.903067,1.3514423,4.563062,1.6728693,0.049735215,0.8883271,1.4204111,0.75722194,1.6955035,2.6787019,1.3766837,7.4522395,24.905981,0.7184719,507.6083,0.32303095,1148.4225,0.30446458,-165.73615,-0.42647913,1531.7806,0.14817646,1096.6628,0.34463152,-163.70177,-0.42442212,2501.713,0.086778015,920.4578,0.3591047,-164.83247,-0.4086753,-14.467615,-1.0357457,25.406475,0.5555498,0.0068580974,3.0533998,-0.016743407,-1.1828101,0.08812386,0.5987565,29.031439,0.7662214,9.143812,1.7204722,15.279283,1.2050073,7.6058445,1.333033,-8.560841,16.861362,-0.00023491912,-0.007950507,0.01806244,3.5634747,1.5765766,0.12428571,0.11399964,0.42749998,0.56885296,-48.821064,False
0 days,0 days 00:00:05.500000,24.610458,0.34334323,20.799246,22.656467,27.01108,6.211834,334.41702,336.72787,113.386154,95.39654,0.17128879,0.80264103,0.039870616,0.14757185,0.27871197,0.23884135,3.229426,1.5445194,3.758472,3.1010447,0.0696237,0.9998061,17.936678,1.17262,12.497295,1.2230065,12.644633,1.1576272,4.306064,2.8485742,0.034009032,1.3630224,1.3576044,0.72966427,2.76296,1.4982113,4.026061,4.4914246,30.019722,0.5335431,492.5837,0.331863,1228.4211,0.18329109,-122.27359,-0.7351063,1482.3898,0.17897408,982.7139,0.2915259,-127.24501,-0.6396043,2533.6694,0.09495641,837.19476,0.4072673,-129.0441,-0.6092146,-20.594753,-0.5441768,29.143923,0.43484044,0.010794821,2.9297664,-0.021605186,-0.75097054,0.11448276,0.5696561,33.393925,0.5241037,17.65954,0.850182,17.914501,0.85934764,5.4365416,2.6027758,-5.1015735,12.21531,-0.0023199324,-0.0033905734,0.036338456,4.5537343,2.5735295,0.15857142,0.120348126,0.19533332,0.23773561,-42.735596,False
0 days,0 days 00:00:09.860000,39.89669,0.06471914,37.63435,39.907047,41.514584,3.8802338,166.62042,256.9057,109.2389,267.16565,0.45884463,0.907118,0.063656375,0.35676178,0.81242955,0.74877316,7.2830725,5.215255,6.0941463,4.0683203,0.19030976,1.421679,23.472567,0.68886423,-3.0823681,-5.080034,3.771746,3.862448,-17.745722,-1.1083132,0.011224168,2.244745,0.47506124,1.4759028,12.784176,0.30702493,10.860371,0.88922334,27.768843,0.3521481,661.6615,0.30692384,1327.8572,0.19671081,-93.808075,-0.9793538,1696.9772,0.18038374,1000.2171,0.29905298,-84.05066,-0.9873589,2803.695,0.11258012,817.14264,0.4845984,-89.71176,-0.87634605,-20.251219,-0.50685334,31.163029,0.28412354,0.09724817,0.31843844,-0.026889969,-0.60640097,0.27438524,1.0561969,33.110992,0.2970169,-4.962677,-3.4330976,0.68805707,23.03981,-28.70937,-0.50497603,-2.773975,10.066007,0.0028903452,-0.0029554528,0.027088294,1.6243656,0.71501535,0.91714287,0.78877324,0.4025,0.5571972,-31.289242,True
0 days,0 days 00:00:02.740000,22.583315,0.24428444,18.82999,21.454369,28.722244,9.892254,110.8547,61.670826,298.7382,391.05978,0.1876997,1.0648865,0.03194338,0.087587036,0.33215284,0.30020946,5.0334992,2.5848773,4.6277227,3.868951,0.11311676,1.4354925,25.143467,0.54437184,15.919151,0.59654915,11.914438,0.8992113,-1.0313174,-14.590741,0.05738353,0.95359814,1.8625783,0.7097417,0.8351441,5.9077907,6.64363,2.4764035,30.861738,0.45020086,493.91016,0.33164868,1264.5958,0.18793704,-114.522415,-0.8067565,1459.1891,0.18271999,1022.5989,0.3827908,-119.502464,-0.71905196,2596.1177,0.08971294,813.09625,0.37807873,-123.54695,-0.6576518,-20.952942,-0.39149654,31.88835,0.25406465,0.021073436,1.518838,-0.029349456,-0.46773994,0.22180545,0.8531421,36.818016,0.28931275,14.578541,0.85349506,13.28465,1.061594,-9.078715,-2.042325,-15.983179,25.546343,-0.023757534,-0.00979077,0.023124479,3.6630037,1.8726593,0.23799999,0.26693818,0.272,0.3995197,-39.138515,True
0 days,0 days 00:00:33.290000,24.623466,0.24609633,20.453615,24.335728,28.67277,8.219154,291.611,542.5557,161.70872,246.85649,0.26845688,0.77176505,0.0751287,0.22888845,0.4253003,0.3501716,5.1224236,3.0701826,4.391777,2.6562626,0.13944145,0.9858846,26.822638,0.6700683,13.393916,0.8387937,13.93282,0.87780786,-5.011741,-3.0076432,0.05948233,1.8403943,1.4496205,0.8963305,3.1115732,1.7885765,5.651926,3.9729114,30.890858,0.5768987,527.4862,0.34328866,1257.5002,0.18922047,-82.334435,-1.090336,1536.8671,0.19234894,1013.65826,0.38669154,-91.84667,-0.88349974,2658.6165,0.11141092,846.47424,0.6048926,-96.15232,-0.80512726,-21.982397,-0.38681725,31.440777,0.28399876,0.03631833,1.1803609,-0.031164872,-0.47884014,0.18867132,0.7539995,36.588554,0.3463952,15.218185,0.72862387,16.71578,0.78025216,-9.291763,-1.6590053,-10.519935,18.840696,-0.012520058,-0.008277665,0.0572147,4.176683,2.679109,0.22325842,0.20598231,0.13447058,0.22314599,-37.36777,True
0 days,0 days 00:00:06.520000,38.77094,0.19204208,36.996387,38.854176,42.90984,5.913452,199.04607,274.4726,61.156357,69.05575,0.3613965,0.97346294,0.098545246,0.24324422,0.5318821,0.43333685,7.155616,4.293466,8.964666,7.302189,0.1565885,1.3616011,9.495048,1.4201261,-2.186249,-5.697333,9.070138,1.2916632,-7.50665,-1.8689176,0.024710534,1.9192543,1.1267717,0.8426978,8.184382,0.6313909,12.274892,0.9015945,15.480862,0.792168,595.51294,0.43433726,1187.5581,0.22649993,-155.46732,-0.49019444,1701.4496,0.11347509,833.8744,0.5356868,-133.56851,-0.62006533,2680.986,0.107683256,1056.732,0.5403757,-133.03584,-0.6232368,-9.515908,-0.8765129,16.311386,0.6023245,0.08176804,0.7014031,-0.022752168,-0.66262305,0.32256386,0.81166494,17.877876,0.71857166,-7.001432,-2.320793,14.574475,0.877183,-16.896141,-0.95383793,-1.715954,7.3178883,0.02233862,-0.008881482,0.056445647,3.0721967,2.9457364,0.11736842,0.05542583,0.1915,0.23571748,-36.166805,True
0 days,0 days 00:00:05.750000,35.7286,0.16501296,31.479858,37.023262,40.275593,8.795734,194.57034,233.88274,76.77498,39.274372,0.14882745,1.4133722,0.02947018,0.041094877,0.22602472,0.19655454,3.106008,2.574963,3.6743584,3.4998002,0.052731007,1.8170136,19.14899,0.6355449,12.666163,1.2394259,6.25282,1.559832,0.94457144,14.619674,0.022021173,1.7867506,0.8783274,1.0122706,8.381678,0.6253705,1.7262307,12.749333,23.075947,0.96905947,540.6995,0.40337172,1302.2953,0.16160625,-160.95888,-0.47616726,1539.1823,0.21266356,1040.7692,0.2629621,-151.53401,-0.5234207,2604.6108,0.1315687,818.726,0.37568685,-154.31409,-0.48407856,-15.345808,-0.6423624,27.393526,0.40954927,0.06103357,0.67257947,-0.022024246,-0.6011835,0.15221788,0.88611346,32.311417,0.31745687,-2.6621747,-8.079009,-3.9652586,-2.718015,-13.457559,-1.231528,-15.991912,25.322412,-0.018800553,-0.01212566,0.016822318,1.7421603,1.5873016,0.15888889,0.05877347,0.405,0.43037772,-43.36041,False
0 days,0 days 00:00:03.180000,28.323395,0.25920945,23.41059,31.252048,34.419647,11.009058,211.84299,86.01369,117.1256,76.071396,0.43991882,1.7806766,0.048133876,0.05591343,0.7703525,0.72221863,16.280231,14.86423,18.49459,11.1385765,0.50574434,2.033483,24.635614,0.460362,18.40856,0.48650068,17.043526,0.57490844,10.066463,0.7557033,0.025504848,0.6193582,1.4412302,0.9301913,4.3136435,1.3637213,15.094272,1.9318311,24.606714,0.2861059,455.34344,0.33438444,1230.7819,0.11097956,-157.47157,-0.48396647,1573.5955,0.14212868,858.25793,0.39200667,-161.24103,-0.42122877,2571.8127,0.08709038,813.95044,0.2695386,-161.31358,-0.42001247,-19.386316,-0.31982598,25.94159,0.2781089,0.008708376,7.133383,-0.02181572,-0.45987666,1.7245876,0.8534963,31.841629,0.38662562,9.412989,0.9943173,26.741808,0.45925266,9.341661,1.3230882,-24.007162,34.22561,-0.048071705,-0.01504223,0.15046076,1.2618297,1.607717,0.126,0.082849264,0.39499998,0.47999132,-22.56481,False
0 days,0 days 00:00:06,27.907455,0.2711733,24.025055,27.521544,30.809685,6.78463,68.29623,44.17865,174.90924,224.51666,0.25356358,1.3732065,0.029562255,0.065915726,0.4332416,0.40367934,7.657307,6.0815787,8.841481,8.488945,0.16668844,1.8349632,16.228409,0.99292755,10.244388,1.1325612,9.429182,1.7117635,6.357309,1.6942797,0.03205381,0.7967562,1.2947676,0.77924824,2.5212631,2.2387033,4.6499457,2.591645,21.725769,0.8610501,439.63828,0.3266419,1169.0964,0.18204707,-128.71573,-0.7056085,1485.7402,0.14039493,823.10815,0.50808096,-132.87984,-0.63098234,2477.9028,0.09782965,768.4454,0.28274685,-132.9109,-0.6234485,-16.38714,-0.65117747,24.812506,0.4805815,0.03163699,1.3828188,-0.020124935,-0.5503948,0.38955793,1.0199476,27.503208,0.6316902,12.32365,1.2681566,15.176309,1.4153354,9.047085,1.4268036,-7.84038,16.168148,0.0036841303,-0.0045446744,0.029013423,2.8380635,1.6835017,0.219,0.13678084,0.2925,0.5322143,-34.666924,False
0 days,0 days 00:00:06.940000,35.36552,0.17214227,34.31027,36.496613,39.529053,5.2187843,704.78046,945.1623,124.912895,182.64833,0.16255297,1.3601513,0.029557291,0.048830245,0.25124064,0.22168335,5.2545485,4.899354,3.8345144,2.9895756,0.06370423,1.5597459,11.698956,1.1307795,14.537198,1.1039895,11.826201,0.94964963,5.690384,3.083692,0.029333713,1.9355439,0.9775293,1.0757102,7.1460605,0.8515418,3.9188218,1.8757563,17.668348,0.6021846,524.8166,0.3463056,1244.992,0.2545662,-171.18048,-0.39794105,1646.6198,0.14618275,823.93506,0.51918995,-166.02528,-0.41866258,2651.8706,0.09787338,1073.3118,0.7052785,-165.9152,-0.42033258,-12.586807,-0.66729355,18.677032,0.50808007,0.07203783,0.8546642,-0.026072325,-0.5270537,0.17182183,0.8493346,22.98673,0.45193353,-5.8250465,-3.4980302,16.43485,0.89211047,-22.111837,-0.8260872,-15.556059,23.715076,-0.030095778,-0.00869119,0.038316168,1.8759019,1.1644833,0.15375,0.07712611,0.6077778,0.70655316,-42.73802,True
0 days,0 days 00:00:24.220000,23.627981,0.14955236,21.601013,23.620033,26.272436,4.671423,182.1191,263.00244,95.11679,122.141426,0.23125027,0.81460273,0.05595356,0.19697286,0.3608838,0.30493024,4.5057635,2.851569,3.8385072,2.8474946,0.12806015,1.0643522,27.023386,0.65680736,13.432015,0.8055627,14.046268,0.8529313,6.956524,1.5497364,0.04966511,1.954692,1.545946,0.8914242,3.8176904,1.190118,7.703408,1.8223063,34.618153,0.34022847,531.63544,0.33546075,1366.3892,0.16913427,-102.76108,-0.8639554,1547.8248,0.1686656,1113.5808,0.320441,-111.19211,-0.72418594,2577.0093,0.11348865,958.3568,0.40194014,-114.58027,-0.6745784,-24.902279,-0.32132807,33.991074,0.25846478,-0.00055556186,-69.78555,-0.02906965,-0.48742586,0.20035681,0.70075977,39.301853,0.32513872,17.496075,0.5311521,18.29073,0.70284986,8.506207,1.4192135,-10.240771,18.26077,-0.015327434,-0.0079944795,0.04495216,3.510946,2.110927,0.24490196,0.21095835,0.2165306,0.32912716,-36.2769,False
